2 ﻿Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
10473 shallow knit cap,Purple,No,560,140,Purple,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatShallow4,10941,7RbsKkMeXDZW25fX5
10480 stall,Natural,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Beige,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_0,0_0,3617,Wmi7kuKaAEJNYWwFR
10481 shallow knit cap,Gray,No,560,140,Gray,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatShallow5,10942,sjPzMYvFq3nxYz9xZ
10482 stall,Natural,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_1,0_1,3617,T7JrW6ZzLDpFkhaW3
10479 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10483 shallow knit cap,Brown,No,560,140,Brown,Brown,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatShallow6,10943,q7wFGkmqHbSbmowMz
10484 stall,Natural,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_2,0_2,3617,AaQe7bG5MysbQr6R8
10485 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10486 sheep hood,White,No,980,245,White,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,No,For sale,CapBangsSheep0,5465,RpK4nNwMTTACXuzhs
10487 stall,Natural,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_3,0_3,3617,8LHtYWZgpRQ4YFf3D
10488 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10489 sheep hood,Pink,No,980,245,Pink,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,No,For sale,CapBangsSheep1,11708,fBYmX7mH9s8KRCb7i
10491 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10492 sheep hood,Light blue,No,980,245,Light blue,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,No,For sale,CapBangsSheep2,11709,qnbki7izJQJh3WKAe
10490 stall,Natural,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_4,0_4,3617,tnKqxJxwnwP7YqnDD
10493 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10494 sheep hood,Brown,No,980,245,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,No,For sale,CapBangsSheep3,11710,YXFhijLketa7Gohf5
10495 stall,Dark brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Brown,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_0,1_0,3617,XMaJRn7o2f4mEEvFk
10496 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10497 silk hat,Green,No,NFS,500,Red,Green,1x1,NA,Gulliver,,All Year,No,1.0.0,Elegant,everyday; formal,HeadCap,Yes,Not for sale,CapHatChina0,5284,CCWstWanNNy9NeknS
10498 stall,Dark brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_1,1_1,3617,kzdhvTBNcyJ5S4ztD
10499 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10500 silk hat,Blue,No,NFS,500,Red,Blue,1x1,NA,Gulliver,,All Year,No,1.0.0,Elegant,everyday; formal,HeadCap,Yes,Not for sale,CapHatChina1,11849,xPsEvMLiWZMoK6oGz
10501 stall,Dark brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_2,1_2,3617,xLjxKF6BZcswpTjqw
10504 stall,Dark brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_3,1_3,3617,2Ax23WtY6RKeFvf7u
10502 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10505 stall,Dark brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Brown,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_4,1_4,3617,fJ3KfvMT8zMYyXPBt
10506 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10507 stall,Light brown,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_0,2_0,3617,vyRSN7MiQc6TFSfSN
10508 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10503 silk hat,Yellow,No,NFS,500,Red,Yellow,1x1,NA,Gulliver,,All Year,No,1.0.0,Elegant,everyday; formal,HeadCap,Yes,Not for sale,CapHatChina2,11850,aSwkTGeBh4yrwfxAR
10509 stall,Light brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_1,2_1,3617,kZXFrJuasrY23dnPq
10510 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10512 stall,Light brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_2,2_2,3617,GTf4kgDnd5s7WsCg7
10513 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10511 silk hat,Black,No,NFS,500,Red,Black,1x1,NA,Gulliver,,All Year,No,1.0.0,Elegant,everyday; formal,HeadCap,Yes,Not for sale,CapHatChina3,11851,wAXG8RJJ7TpyncmcF
10514 stall,Light brown,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_3,2_3,3617,EjP2ucXsshbK5sLhj
10515 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10516 simple mum crown,Green,Yes,NFS,2880,Green,Green,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentMum3,5119,azamBTFvDxNkLTXFL
10517 stall,Light brown,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Yellow,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_4,2_4,3617,yFGryFEFiYZ3Bq4Ph
10518 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10519 skateboarding helmet,Orange,No,880,220,Orange,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty,HeadCap,Yes,For sale,CapHatSkate0,9863,3kRAKsgGyr38iCCk5
10520 stall,Green,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_0,3_0,3617,QutXdHdyqhLJeQ3Mi
10521 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10522 skateboarding helmet,Olive,No,880,220,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty,HeadCap,Yes,For sale,CapHatSkate1,12048,ScBrRq96c3DkcRGTW
10523 stall,Green,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_1,3_1,3617,J2XXr5QhaE4cnfWZ5
10524 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10525 skateboarding helmet,Gray,No,880,220,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty,HeadCap,Yes,For sale,CapHatSkate2,12049,K88c9EJkFnsQh6K3v
10526 stall,Green,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_2,3_2,3617,AFkBG4Dd2iwE9pbPS
10528 skateboarding helmet,White,No,880,220,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty,HeadCap,Yes,For sale,CapHatSkate3,12050,j9Bx4gQDy2tCdzDj7
10529 stall,Green,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_3,3_3,3617,HSNnnXvFtmoEkg2Nz
10527 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10530 skateboarding helmet,Light blue,No,880,220,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty,HeadCap,Yes,For sale,CapHatSkate4,12051,N8xLFFhnWd9dPNL4P
10532 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10533 skeleton hood,White,No,1400,350,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth; theatrical,Headgear_NoEarNoJaw,No,For sale,CapCostumeSkullWhite,5328,QypAPiQ8g9ALJ5sZ2
10531 stall,Green,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_4,3_4,3617,Zfoq5mWFa3beZ8EvG
10534 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10535 ski mask,Green,No,560,140,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth,HeadFullFace,No,For sale,CapFullfaceFaceknit0,5327,XchdHLkJEuMNpTtS6
10536 stall,Pink,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Pink,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_0,4_0,3617,TFpNBupSfhK5BXuzx
10537 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10538 ski mask,Black,No,560,140,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth,HeadFullFace,No,For sale,CapFullfaceFaceknit1,10826,ogspBj87pEQMkarDs
10539 stall,Pink,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_1,4_1,3617,i29Y9bac8vBur9R7s
10540 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10541 ski mask,Lime,No,560,140,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth,HeadFullFace,No,For sale,CapFullfaceFaceknit2,10827,3qjyhB6NyeDpHHTk8
10542 stall,Pink,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_2,4_2,3617,FpXB8JS8T45xgreWt
10543 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10544 ski mask,Red,No,560,140,Red,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth,HeadFullFace,No,For sale,CapFullfaceFaceknit3,10828,67NFw4hCiQh949CX5
10545 stall,Pink,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_3,4_3,3617,t7tGpMTPqgZ4ieFHw
10547 ski mask,Blue,No,560,140,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth,HeadFullFace,No,For sale,CapFullfaceFaceknit4,10829,Hfs3utBiDRksPaTjp
10546 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10548 stall,Pink,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Pink,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_4_4,4_4,3617,mNmf46dmhveZJnMPa
10549 sky-egg shell,None,Yes,NFS,800,Light blue,Red,1x1,NA,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,Yes,Not for sale,CapHatEggsky0,12443,gx5CGMFvPAuqsgYye
10550 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10551 stall,White,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,White,White,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_0,5_0,3617,mmgfrksD2rww4DRWK
10552 small silk hat,Purple,No,1820,455,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,formal; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLMinisilkhat0,7286,QTsXxAtuzdaCEe22Q
10553 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10555 small silk hat,Black,No,1820,455,Black,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,formal; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLMinisilkhat1,11057,KqxGXsprWBskSFuFE
10556 small silk hat,Red,No,1820,455,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cute,formal; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLMinisilkhat2,11058,RteWrMv6hArJmtuQp
10557 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10558 snowperson head,White,Yes,NFS,7000,White,Orange,1x1,NA,Crafting,,Winter,No,1.0.0,Cute,everyday; outdoorsy,Headgear_NoEarNoJaw,No,Not for sale,CapCostumeSnowball0,8609,GqFZJ5PfCqn93XvrQ
10554 stall,White,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_1,5_1,3617,MRYhaWJZ79oN7k5Ye
10559 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10560 snowy knit cap,Blue,No,700,175,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit0,5408,AB966jKFh6pjSggnF
10561 stall,White,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_2,5_2,3617,9uSzsFZy4jYF39zRF
10562 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10563 snowy knit cap,Black,No,700,175,Black,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit1,10950,Aci2hRSoLELPTmcfZ
10564 stall,White,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_3,5_3,3617,u5pnubPHsptBwsFjG
10565 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10566 snowy knit cap,Brown,No,700,175,Brown,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit2,10951,MAniJeYM33ThMatzJ
10567 stall,White,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_4,5_4,3617,boEwaK9d5ze8cLTz5
10568 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10569 snowy knit cap,Pink,No,700,175,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit3,10952,mF9w5Xb2ZwWYCuQeE
10570 stall,Black,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Black,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_0,6_0,3617,HETELzhSP3ofcvJfq
10571 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10572 snowy knit cap,Green,No,700,175,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit4,10953,3rJbwrvpBYreKNa2g
10573 stall,Black,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_1,6_1,3617,NALT6pve9dqhW7efG
10574 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10575 snowy knit cap,Orange,No,700,175,Orange,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit5,10954,kKnRd3kW3MNmyPC7s
10576 stall,Black,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_2,6_2,3617,iepzRWs8CHKDNv69q
10577 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10578 snowy knit cap,Red,No,700,175,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit6,10955,a6SPpkGN522Q594Go
10579 stall,Black,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_3,6_3,3617,nfMWFWduMxACEbdJf
10580 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10581 snowy knit cap,White,No,700,175,White,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,HeadCap,Yes,For sale,CapHatSnowknit7,10956,AMEAt7bNv2FKkuErK
10583 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10584 soft-serve hat,Vanilla,No,630,157,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream0,6998,jqpTmDvBaG4prYPDn
10582 stall,Black,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Black,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_6_4,6_4,3617,XGSZtziCBHtMYv2vn
10585 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10586 soft-serve hat,Chocolate,No,630,157,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream1,10835,M54jLyHnF35q35mq2
10587 stall,Gray,Variation,None,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Gray,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_0,7_0,3617,icCfan4RtDdkm8pDE
10588 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10589 soft-serve hat,Gold leaf,No,630,157,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream2,10836,nKHTeWb7yBHnckSXJ
10590 stall,Gray,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_1,7_1,3617,WNXFyt2MWpxBTY8r3
10591 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10592 soft-serve hat,Strawberry,No,630,157,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream3,10837,MsR4jMTnbtnrhya9C
10593 stall,Gray,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_2,7_2,3617,8crxPdChqb4jsnpaw
10594 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10596 stall,Gray,Variation,Colorful,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Colorful,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_3,7_3,3617,oLw84sp86Jk4Asret
10597 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10595 soft-serve hat,Green tea,No,630,157,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream4,10838,PPyYhSmHXc3PJroiL
10598 stall,Gray,Variation,Waves,Curtain,Yes,Yes,Yes,3,NFS,1440,Gray,Blue,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_7_4,7_4,3617,Wnt4RHghxe3RHfLhb
10599 ,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
10600 soft-serve hat,Pale sky,No,630,157,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream5,10839,gvf3HCe3WiesRHrCt
10601 standard umbrella stand,Black,Body color,Stripes,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_0,0_0,3445,ybGGHn8WQRZqwASZk
10603 soft-serve hat,Purple sweet potato,No,630,157,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream6,10840,q8Nm5HsAo9q7NYG3F
10604 standard umbrella stand,Black,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Green,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_1,0_1,3445,Pr4PyJek4kLytuzjg
10605 soft-serve hat,Black sesame,No,630,157,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatIcecream7,10841,SKNM9PN6Zf5sY3ydD
10606 standard umbrella stand,Black,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Blue,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_2,0_2,3445,HRDTiK3vZryCDYuDK
10607 sombrero,Natural & red,No,NFS,500,Beige,Red,1x1,NA,Gulliver,,All Year,No,1.0.0,Active,formal; party; theatrical,HeadCap,Yes,Not for sale,CapHatSombrero0,5138,bhiup2unfD28DQY39
10608 standard umbrella stand,Black,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_3,0_3,3445,G34abYhfYQLQhY4yC
